id,name,age,job,balance,housing,loan,y
600,Sophia,45,Manager,1210,no,yes,yes
601,Sophia,31,Artist,3694,yes,no,yes
602,Doe,32,Programmer,3903,yes,yes,yes
603,Olivia,59,Lawyer,1184,no,yes,no
604,Sophia,24,Analyst,4290,yes,no,yes
605,Olivia,53,Lawyer,2954,yes,yes,yes
606,Doe,39,Lawyer,2606,yes,yes,yes
607,Sophia,30,Engineer,3391,no,yes,yes
608,Emma,36,Programmer,2522,no,no,yes
609,Alice,28,Artist,3869,no,no,no
610,Charlie,39,Engineer,2081,no,no,no
611,Emma,26,Nurse,4974,no,yes,no
612,Alice,47,Doctor,3374,yes,no,no
613,Liam,58,Lawyer,3563,no,yes,no
614,John,25,Engineer,1301,yes,no,yes
615,Emma,30,Analyst,3503,yes,no,yes
616,Doe,56,Programmer,3279,no,yes,yes
617,Jane,22,Lawyer,4259,no,yes,no
618,John,27,Doctor,1733,no,no,no
619,Liam,25,Analyst,3098,yes,yes,yes
620,Charlie,37,Analyst,837,yes,no,yes
621,Doe,38,Manager,4429,yes,yes,yes
622,Doe,50,Engineer,2198,yes,yes,yes
623,Doe,25,Doctor,2565,yes,yes,no
624,Charlie,41,Doctor,594,no,no,no
625,Emma,48,Nurse,1084,yes,yes,yes
626,John,55,Doctor,3731,no,no,no
627,Bob,57,Manager,3760,no,no,yes
628,Emma,56,Engineer,4990,yes,no,yes
629,Bob,25,Lawyer,740,no,yes,no
630,Bob,60,Manager,4506,no,no,no
631,Charlie,36,Doctor,2877,no,yes,no
632,Sophia,27,Nurse,2360,yes,yes,yes
633,Charlie,44,Teacher,2979,no,yes,no
634,Doe,44,Lawyer,4482,no,no,no
635,John,43,Lawyer,2564,no,no,yes
636,Alice,50,Scientist,3536,no,yes,yes
637,John,39,Programmer,1194,no,yes,yes
638,Bob,44,Nurse,2751,yes,no,no
639,Jane,42,Lawyer,2347,no,no,no
640,Olivia,44,Manager,3930,no,no,yes
641,Jane,43,Programmer,3309,no,no,yes
642,Sophia,28,Nurse,1308,yes,no,yes
643,Sophia,32,Doctor,3709,no,yes,yes
644,Emma,28,Doctor,4311,yes,no,no
645,John,43,Doctor,1997,yes,no,yes
646,Alice,33,Engineer,2627,no,yes,no
647,Emma,41,Lawyer,723,yes,no,yes
648,John,32,Analyst,2671,yes,yes,yes
649,Jane,49,Artist,1637,no,yes,yes
650,Olivia,41,Analyst,2245,yes,yes,no
651,Doe,30,Artist,3143,no,yes,yes
652,Liam,52,Engineer,1635,yes,no,no
653,Charlie,22,Analyst,2208,yes,no,yes
654,Doe,34,Teacher,4999,yes,no,no
655,Liam,41,Nurse,1064,yes,yes,yes
656,Sophia,55,Programmer,4671,no,no,yes
657,Olivia,49,Artist,1725,yes,no,no
658,Alice,26,Doctor,2861,no,no,no
659,Liam,26,Programmer,4048,yes,yes,yes
660,Sophia,39,Nurse,4967,yes,no,no
661,Bob,29,Programmer,4004,no,no,no
662,Emma,38,Doctor,4977,yes,yes,yes
663,Olivia,22,Programmer,639,yes,no,yes
664,Alice,28,Programmer,1302,no,no,yes
665,Liam,46,Doctor,3328,no,yes,yes
666,Doe,55,Lawyer,2882,yes,no,yes
667,Charlie,36,Teacher,4349,no,yes,no
668,Olivia,56,Engineer,2283,yes,no,no
669,Bob,49,Nurse,2873,no,no,yes
670,Olivia,35,Scientist,4966,no,yes,yes
671,Alice,23,Lawyer,3957,yes,no,no
672,Alice,31,Engineer,3838,yes,yes,yes
673,Doe,27,Doctor,2258,yes,no,yes
674,Bob,40,Engineer,3520,no,yes,no
675,Emma,37,Doctor,4744,yes,yes,yes
676,Olivia,59,Nurse,4490,no,yes,yes
677,Liam,36,Programmer,3780,no,no,yes
678,Liam,35,Teacher,3495,yes,no,no
679,Charlie,28,Lawyer,4720,yes,yes,yes
680,Alice,22,Lawyer,1966,yes,yes,yes
681,Jane,43,Doctor,2523,yes,no,yes
682,Liam,56,Doctor,2378,yes,yes,yes
683,Jane,59,Engineer,4120,yes,no,no
684,Jane,54,Nurse,3034,no,yes,yes
685,Emma,50,Analyst,2251,no,yes,no
686,Alice,40,Programmer,4455,no,yes,no
687,Jane,52,Nurse,1393,no,yes,no
688,Bob,42,Artist,3662,yes,yes,no
689,Charlie,42,Programmer,1841,yes,yes,yes
690,Alice,27,Engineer,4345,yes,yes,yes
691,Doe,51,Programmer,1992,no,yes,no
692,Sophia,45,Artist,1192,yes,yes,yes
693,Doe,27,Artist,4717,yes,no,yes
694,Liam,56,Lawyer,3777,no,yes,yes
695,Jane,35,Scientist,2819,no,no,yes
696,Emma,45,Engineer,4668,no,yes,yes
697,Olivia,54,Doctor,1563,yes,no,yes
698,John,23,Doctor,2910,yes,no,no
699,Liam,30,Programmer,4740,yes,no,yes
700,Jane,38,Programmer,4700,no,no,no
701,John,24,Scientist,2509,no,yes,yes
702,Sophia,32,Artist,4216,no,yes,no
703,Alice,60,Teacher,3914,no,yes,yes
704,Sophia,58,Artist,3757,no,yes,no
705,Sophia,60,Teacher,2487,no,yes,yes
706,Sophia,38,Scientist,4391,no,yes,yes
707,Olivia,57,Artist,1998,no,yes,yes
708,John,25,Doctor,3538,yes,yes,yes
709,Emma,34,Lawyer,4169,yes,no,yes
710,Bob,31,Artist,1887,yes,no,yes
711,Bob,43,Engineer,3481,yes,no,yes
712,Charlie,33,Scientist,2802,no,yes,no
713,Sophia,27,Lawyer,1708,yes,no,no
714,Alice,22,Nurse,4527,no,yes,no
715,Emma,55,Artist,2011,yes,no,yes
716,Sophia,28,Lawyer,4005,no,no,yes
717,Olivia,48,Teacher,4101,no,yes,no
718,Olivia,28,Engineer,2115,yes,no,yes
719,Alice,56,Scientist,4521,yes,no,no
720,Charlie,40,Scientist,1745,no,yes,no
721,Doe,22,Doctor,1572,yes,yes,yes
722,Alice,42,Scientist,4836,yes,yes,no
723,Liam,52,Lawyer,2928,yes,no,no
724,Jane,50,Analyst,3660,yes,no,no
725,Olivia,27,Scientist,4777,no,no,yes
726,Charlie,45,Manager,2201,no,no,yes
727,Sophia,30,Programmer,4817,no,yes,no
728,Liam,56,Artist,1612,yes,no,yes
729,Emma,25,Teacher,2914,no,yes,no
730,John,29,Artist,1503,yes,no,yes
731,Liam,44,Analyst,4966,no,no,yes
732,Charlie,60,Engineer,1786,yes,yes,no
733,Alice,41,Programmer,660,yes,no,no
734,Alice,23,Manager,3104,yes,no,yes
735,Charlie,48,Engineer,3087,yes,yes,no
736,Sophia,34,Programmer,2964,yes,no,no
737,Charlie,35,Engineer,3790,yes,no,yes
738,Jane,41,Engineer,1790,no,no,no
739,John,32,Artist,2860,no,no,yes
740,Sophia,31,Programmer,1909,yes,no,yes
741,Emma,54,Scientist,4162,yes,no,no
742,John,47,Analyst,3732,yes,no,no
743,Doe,22,Lawyer,2469,yes,no,yes
744,Jane,49,Doctor,1617,no,yes,yes
745,Alice,57,Scientist,892,no,no,yes
746,Charlie,46,Doctor,4437,yes,yes,yes
747,Olivia,35,Lawyer,2036,no,yes,no
748,Jane,38,Engineer,2321,yes,no,no
749,Jane,56,Manager,4809,yes,yes,no
750,Liam,33,Artist,3183,no,yes,no
751,John,55,Lawyer,1073,no,yes,yes
752,Doe,29,Scientist,2241,no,no,no
753,Charlie,33,Manager,3564,no,yes,yes
754,Alice,24,Manager,1293,no,no,yes
755,Jane,40,Nurse,2677,no,yes,no
756,Sophia,59,Doctor,1429,no,yes,no
757,Emma,39,Doctor,3869,yes,yes,yes
758,Sophia,45,Nurse,1658,yes,yes,yes
759,John,28,Teacher,4530,no,yes,yes
760,Alice,38,Nurse,3546,no,no,no
761,Charlie,46,Manager,676,yes,no,yes
762,Charlie,51,Manager,1149,yes,yes,no
763,Jane,29,Programmer,4996,yes,no,yes
764,Bob,31,Nurse,546,no,yes,no
765,Alice,50,Programmer,1869,yes,yes,yes
766,Bob,51,Lawyer,3188,no,yes,no
767,Sophia,45,Programmer,2695,yes,no,no
768,Alice,28,Manager,4889,no,yes,yes
769,Jane,36,Engineer,4814,yes,no,no
770,John,43,Nurse,676,no,yes,no
771,Bob,32,Engineer,3403,no,yes,yes
772,Bob,45,Manager,1065,no,yes,yes
773,Alice,32,Nurse,4015,yes,yes,no
774,Alice,47,Programmer,3165,yes,yes,yes
775,Charlie,57,Programmer,1949,yes,yes,yes
776,Emma,31,Artist,3148,no,yes,yes
777,Charlie,48,Teacher,3871,no,no,no
778,Alice,40,Teacher,2137,no,yes,yes
779,Charlie,55,Lawyer,3771,no,no,no
780,Emma,52,Nurse,3060,yes,yes,no
781,Jane,49,Manager,4190,yes,no,no
782,Alice,31,Artist,1772,yes,yes,yes
783,Jane,40,Scientist,1817,no,yes,no
784,Olivia,23,Scientist,4930,no,yes,yes
785,Jane,26,Nurse,4379,yes,yes,no
786,Sophia,27,Scientist,885,no,no,no
787,Emma,49,Nurse,1188,no,no,yes
788,Alice,51,Artist,4365,yes,no,no
789,Doe,57,Engineer,4218,yes,no,no
790,Olivia,26,Doctor,722,yes,no,no
791,John,31,Manager,4658,yes,no,no
792,Bob,54,Manager,1991,yes,yes,yes
793,Sophia,37,Scientist,3492,yes,yes,yes
794,Liam,32,Analyst,1277,yes,yes,yes
795,Liam,40,Nurse,3509,no,no,yes
796,Liam,60,Programmer,4527,yes,no,no
797,Sophia,34,Artist,3603,yes,yes,yes
798,Olivia,58,Nurse,3604,yes,no,yes
799,Jane,31,Manager,4562,no,yes,no
800,Bob,44,Analyst,3379,no,no,yes
801,Alice,44,Engineer,2918,no,yes,no
802,Sophia,26,Teacher,1078,no,yes,no
803,Jane,60,Manager,1930,yes,no,yes
804,Olivia,54,Nurse,4510,yes,no,no
805,Doe,31,Lawyer,4798,yes,yes,no
806,Bob,41,Doctor,4912,no,no,no
807,Bob,22,Manager,883,no,no,no
808,Sophia,40,Doctor,3739,yes,yes,yes
809,John,57,Doctor,4378,no,no,yes
810,Sophia,60,Teacher,947,no,yes,yes
811,Alice,41,Scientist,4346,yes,no,yes
812,Doe,55,Nurse,4210,yes,no,no
813,Olivia,40,Engineer,4212,no,no,no
814,Charlie,34,Teacher,2028,no,yes,no
815,Olivia,49,Programmer,2720,yes,no,no
816,Alice,24,Doctor,726,yes,no,no
817,Emma,54,Artist,574,no,yes,yes
818,Liam,42,Doctor,3845,no,yes,yes
819,Emma,24,Manager,1079,no,yes,yes
820,Olivia,33,Programmer,1010,yes,yes,no
821,Jane,51,Artist,897,no,no,no
822,Bob,50,Doctor,3639,no,no,yes
823,Olivia,44,Manager,2867,no,yes,yes
824,Charlie,25,Nurse,4943,no,no,yes
825,Olivia,28,Artist,1456,no,no,yes
826,Bob,40,Analyst,4974,no,no,no
827,Olivia,55,Artist,2428,yes,yes,no
828,Jane,35,Analyst,3120,yes,yes,no
829,Jane,56,Nurse,3430,no,yes,no
830,Sophia,28,Manager,4413,no,yes,no
831,Doe,32,Artist,3215,no,yes,no
832,Charlie,26,Doctor,2922,no,no,yes
833,Olivia,48,Analyst,1366,no,no,no
834,Alice,23,Artist,2316,yes,yes,no
835,Doe,53,Scientist,1832,yes,no,no
836,Emma,60,Programmer,3489,yes,no,yes
837,Emma,34,Scientist,2522,yes,yes,no
838,Liam,40,Lawyer,660,yes,yes,yes
839,Alice,51,Artist,4224,no,no,yes
840,Bob,55,Analyst,1463,no,yes,no
841,Bob,54,Analyst,3399,no,no,no
842,John,48,Engineer,4528,no,yes,no
843,Alice,42,Nurse,2711,no,no,no
844,Sophia,30,Analyst,2131,no,no,no
845,Liam,55,Doctor,3713,no,yes,yes
846,Emma,44,Artist,1812,yes,yes,no
847,Olivia,34,Scientist,1741,yes,yes,yes
848,John,37,Programmer,4201,yes,no,yes
849,Olivia,27,Nurse,1990,no,no,no
850,John,32,Programmer,3553,no,yes,yes
851,Alice,47,Engineer,3092,no,yes,yes
852,Charlie,42,Analyst,848,no,no,yes
853,Jane,55,Artist,2839,no,yes,no
854,Bob,49,Teacher,1549,no,yes,no
855,John,38,Manager,1988,yes,no,yes
856,Olivia,43,Analyst,3364,yes,no,yes
857,Sophia,44,Artist,1804,no,yes,no
858,Bob,22,Nurse,3379,yes,yes,no
859,Liam,51,Nurse,4346,no,no,no
860,Liam,59,Programmer,4404,yes,yes,yes
861,Bob,40,Lawyer,1022,yes,yes,no
862,Alice,43,Doctor,3301,yes,yes,no
863,Olivia,47,Analyst,1630,yes,yes,no
864,Liam,41,Engineer,883,yes,yes,no
865,Liam,27,Programmer,1531,yes,yes,yes
866,John,44,Nurse,2882,yes,no,no
867,Doe,40,Scientist,1145,no,no,yes
868,Liam,47,Lawyer,1850,yes,no,no
869,John,56,Artist,4085,yes,yes,yes
870,Charlie,60,Artist,3684,yes,yes,no
871,Charlie,39,Artist,2869,no,yes,yes
872,Bob,30,Lawyer,1708,no,no,yes
873,John,36,Artist,3453,yes,yes,no
874,Liam,56,Engineer,1851,yes,yes,no
875,Sophia,37,Analyst,3714,yes,no,no
876,Bob,36,Manager,3857,yes,no,yes
877,Bob,40,Lawyer,841,yes,no,no
878,John,45,Doctor,2945,no,no,yes
879,Jane,38,Scientist,3016,yes,no,yes
880,Bob,31,Lawyer,4646,yes,no,no
881,Emma,50,Doctor,2688,yes,yes,yes
882,Emma,29,Lawyer,3510,yes,yes,no
883,Sophia,34,Engineer,2556,no,yes,yes
884,Jane,41,Analyst,3834,yes,yes,no
885,Emma,58,Nurse,2337,yes,no,no
886,Alice,33,Teacher,3976,no,no,yes
887,Bob,51,Nurse,3232,yes,no,no
888,Liam,30,Analyst,2072,yes,yes,no
889,Alice,23,Analyst,1775,no,no,yes
890,Alice,29,Artist,1276,yes,yes,no
891,Emma,29,Nurse,3490,no,no,yes
892,Emma,24,Manager,3539,no,yes,yes
893,Doe,36,Artist,2997,yes,yes,no
894,Bob,30,Scientist,3373,no,yes,no
895,Alice,28,Doctor,1726,no,no,yes
896,Jane,32,Programmer,2989,no,yes,yes
897,Jane,47,Artist,2018,yes,no,yes
898,Olivia,38,Artist,2646,no,yes,no
899,Alice,42,Analyst,1997,yes,no,yes
900,John,54,Teacher,4147,yes,no,no
901,Bob,53,Teacher,3270,no,yes,no
902,Emma,54,Manager,1034,yes,no,yes
903,Emma,25,Nurse,4062,yes,no,yes
904,Doe,50,Doctor,2185,no,no,no
905,Alice,33,Artist,1090,no,no,yes
906,Alice,44,Artist,2475,no,yes,no
907,Doe,27,Nurse,4030,yes,no,yes
908,Alice,43,Nurse,4995,yes,no,yes
909,Bob,35,Engineer,1473,yes,yes,yes
910,Doe,37,Nurse,715,yes,no,yes
911,Jane,28,Engineer,1329,yes,no,yes
912,Bob,22,Teacher,2571,no,yes,yes
913,John,29,Analyst,2832,no,no,no
914,Doe,54,Engineer,3524,yes,yes,yes
915,Olivia,52,Scientist,3556,no,no,no
916,Olivia,45,Analyst,4850,yes,yes,no
917,Liam,22,Analyst,3031,no,no,yes
918,Sophia,30,Lawyer,1849,no,no,yes
919,Jane,48,Doctor,3663,yes,no,no
920,Olivia,60,Nurse,2949,yes,yes,yes
921,John,39,Lawyer,1477,yes,no,yes
922,Doe,55,Engineer,4515,yes,yes,yes
923,Charlie,25,Artist,1214,yes,no,yes
924,John,36,Analyst,2265,yes,no,no
925,Liam,27,Lawyer,4224,no,no,yes
926,Charlie,26,Teacher,3151,yes,yes,no
927,Liam,57,Nurse,566,no,no,no
928,Olivia,31,Doctor,3337,yes,yes,yes
929,Sophia,57,Teacher,2557,no,yes,yes
930,Emma,54,Lawyer,3317,no,no,no
931,Olivia,28,Teacher,2252,yes,yes,no
932,Emma,39,Manager,4935,no,yes,yes
933,Charlie,22,Doctor,2783,yes,no,no
934,Bob,23,Artist,791,yes,no,no
935,Sophia,47,Scientist,4466,no,yes,yes
936,John,36,Programmer,2004,no,no,yes
937,Olivia,25,Engineer,1129,no,no,yes
938,Liam,38,Programmer,3698,no,no,yes
939,Sophia,46,Teacher,2404,yes,yes,yes
940,John,47,Engineer,4131,no,yes,no
941,Olivia,53,Programmer,4503,yes,no,yes
942,John,46,Artist,2058,yes,yes,no
943,Bob,43,Lawyer,3711,yes,yes,no
944,Emma,49,Lawyer,922,yes,no,yes
945,Charlie,55,Scientist,1424,yes,no,no
946,John,58,Analyst,3609,no,yes,yes
947,Jane,28,Doctor,2563,yes,no,yes
948,Emma,40,Artist,4981,yes,yes,yes
949,Sophia,55,Nurse,2418,no,yes,yes
950,Jane,54,Engineer,4769,no,yes,no
951,Charlie,49,Artist,2521,no,yes,no
952,Doe,60,Analyst,2423,no,yes,no
953,Jane,38,Manager,2874,no,yes,no
954,Alice,32,Lawyer,4056,no,yes,no
955,Doe,35,Lawyer,3938,no,no,yes
956,Olivia,53,Artist,4491,no,yes,yes
957,Charlie,29,Analyst,1005,no,yes,yes
958,Olivia,33,Lawyer,1426,yes,no,no
959,John,59,Doctor,996,no,no,no
960,Jane,47,Artist,4409,yes,no,no
961,Olivia,43,Nurse,2312,yes,yes,yes
962,Bob,43,Lawyer,667,no,yes,yes
963,Doe,22,Teacher,2627,yes,no,no
964,John,49,Scientist,3391,yes,no,yes
965,Liam,47,Artist,2224,no,yes,yes
966,Sophia,43,Scientist,1448,no,yes,no
967,Alice,57,Engineer,2692,yes,no,yes
968,Olivia,33,Engineer,648,no,no,yes
969,Charlie,50,Artist,3111,yes,no,yes
970,Olivia,31,Analyst,984,yes,yes,yes
971,Jane,32,Engineer,1095,yes,no,no
972,Sophia,58,Teacher,522,no,no,yes
973,Sophia,48,Artist,4717,yes,yes,yes
974,Liam,59,Lawyer,2304,no,no,no
975,Jane,44,Teacher,4019,no,no,yes
976,Olivia,31,Analyst,2271,no,no,no
977,Olivia,59,Artist,1446,no,no,yes
978,John,28,Scientist,2700,no,yes,yes
979,John,38,Nurse,3955,no,no,yes
980,John,48,Lawyer,944,yes,no,yes
981,Doe,51,Doctor,4229,no,no,yes
982,Emma,39,Teacher,1224,no,no,no
983,Jane,25,Scientist,3253,yes,yes,no
984,Liam,57,Nurse,1925,yes,yes,no
985,Alice,24,Doctor,2352,yes,no,no
986,Emma,41,Doctor,700,yes,no,yes
987,Sophia,27,Manager,3881,no,no,yes
988,Doe,43,Scientist,4384,yes,no,yes
989,Jane,44,Teacher,2229,yes,no,no
990,Liam,35,Teacher,800,no,yes,yes
991,Liam,42,Nurse,4238,no,yes,yes
992,John,57,Doctor,1067,no,yes,no
993,Liam,37,Manager,3065,no,no,yes
994,Emma,29,Analyst,3633,no,no,no
995,Charlie,32,Scientist,4866,yes,yes,no
996,Jane,27,Programmer,4168,no,yes,yes
997,Alice,55,Lawyer,932,yes,yes,no
998,Jane,40,Analyst,1558,no,no,no
999,Doe,23,Scientist,3439,no,no,no
1000,Jane,48,Programmer,652,no,no,yes
1001,Doe,56,Lawyer,1669,no,no,no
1002,Emma,56,Lawyer,2316,no,no,yes
1003,Charlie,60,Artist,2790,yes,yes,no
1004,Alice,26,Programmer,2505,yes,no,yes
1005,Sophia,51,Lawyer,4103,yes,yes,yes
1006,Doe,24,Analyst,2769,no,yes,no
1007,Charlie,33,Lawyer,1884,no,no,yes
1008,Alice,48,Lawyer,2789,yes,yes,no
1009,Olivia,38,Engineer,2092,no,yes,no
1010,Jane,24,Doctor,1310,no,yes,yes
1011,Alice,29,Nurse,4850,yes,no,no
1012,Alice,26,Manager,2526,no,no,yes
1013,Doe,56,Teacher,2272,no,yes,no
1014,Emma,24,Scientist,3988,no,yes,yes
1015,Liam,27,Scientist,3145,no,yes,yes
1016,Emma,60,Programmer,1929,yes,yes,yes
1017,Bob,54,Teacher,4972,no,yes,yes
1018,Doe,25,Programmer,4564,no,no,yes
1019,Sophia,50,Analyst,3492,no,no,no
1020,John,47,Programmer,1161,no,yes,no
1021,Sophia,54,Manager,1944,yes,yes,yes
1022,Charlie,33,Engineer,1618,yes,no,yes
1023,Emma,39,Engineer,4853,no,no,yes
1024,Olivia,24,Programmer,3910,yes,no,no
1025,Olivia,27,Engineer,1013,no,no,no
1026,Emma,26,Artist,3538,yes,no,no
1027,Bob,40,Doctor,4921,no,no,yes
1028,Emma,42,Scientist,3942,no,no,yes
1029,Olivia,38,Engineer,4156,yes,no,yes
1030,Olivia,22,Doctor,3032,no,yes,yes
1031,Liam,52,Nurse,2213,yes,no,no
1032,John,50,Artist,2157,yes,no,no
1033,Olivia,53,Scientist,1262,no,no,no
1034,Bob,38,Teacher,2933,yes,no,yes
1035,Charlie,57,Teacher,2289,yes,no,no
1036,Emma,25,Teacher,3857,yes,yes,no
1037,Charlie,57,Analyst,1868,yes,no,no
1038,Jane,28,Programmer,1407,yes,yes,no
1039,Doe,22,Artist,4908,no,no,no
1040,Bob,47,Scientist,4051,no,no,yes
1041,Liam,40,Lawyer,1804,yes,yes,no
1042,Sophia,30,Nurse,3147,yes,yes,yes
1043,Sophia,23,Manager,2901,yes,no,yes
1044,Sophia,41,Lawyer,1971,no,no,no
1045,Charlie,54,Doctor,2603,yes,yes,no
1046,Bob,46,Engineer,3929,no,no,yes
1047,Liam,53,Programmer,2204,yes,no,no
1048,Jane,39,Programmer,1697,yes,yes,yes
1049,Liam,43,Doctor,4060,yes,yes,yes
1050,Alice,42,Manager,698,yes,yes,no
1051,Alice,54,Analyst,1482,yes,yes,no
1052,Sophia,22,Teacher,2944,yes,no,no
1053,Olivia,60,Teacher,3863,no,yes,yes
1054,Liam,57,Programmer,1299,yes,no,yes
1055,Doe,49,Artist,3082,yes,yes,no
1056,Doe,55,Artist,4207,no,yes,no
1057,Alice,46,Lawyer,1865,no,no,no
1058,Olivia,30,Engineer,2191,no,no,no
1059,John,45,Teacher,2601,yes,yes,no
1060,Alice,37,Doctor,2786,yes,yes,yes
1061,Charlie,29,Nurse,3028,yes,yes,yes
1062,Bob,54,Engineer,3944,no,yes,no
1063,Sophia,26,Manager,1393,no,no,no
1064,Olivia,56,Doctor,1784,yes,yes,no
1065,Doe,40,Artist,4027,yes,no,no
1066,John,48,Nurse,4767,yes,yes,no
1067,Olivia,52,Programmer,1162,yes,no,yes
1068,Sophia,32,Scientist,792,no,yes,no
1069,Alice,39,Lawyer,788,no,no,yes
1070,Alice,42,Analyst,4886,yes,yes,yes
1071,Alice,37,Scientist,3356,no,yes,no
1072,Olivia,45,Programmer,794,yes,yes,no
1073,Jane,22,Scientist,1191,yes,no,yes
1074,Sophia,38,Programmer,2162,no,no,yes
1075,Olivia,32,Manager,3253,no,yes,no
1076,John,56,Doctor,4301,no,no,yes
1077,Doe,54,Manager,1195,yes,yes,yes
1078,Doe,30,Programmer,4989,no,yes,no
1079,Emma,58,Lawyer,2409,no,no,no
1080,Bob,36,Teacher,514,yes,no,no
1081,Charlie,42,Nurse,1008,no,yes,no
1082,Jane,48,Engineer,3439,yes,no,yes
1083,Sophia,37,Lawyer,3283,no,yes,no
1084,Charlie,32,Artist,1982,no,no,no
1085,Olivia,47,Manager,2281,yes,no,yes
1086,Doe,29,Nurse,2812,no,no,no
1087,Emma,48,Artist,3826,yes,no,no
1088,Doe,27,Manager,602,yes,yes,no
1089,Sophia,60,Engineer,1707,yes,yes,no
1090,Liam,31,Artist,522,no,yes,no
1091,Liam,30,Nurse,3236,no,no,no
1092,Doe,46,Programmer,2892,no,no,yes
1093,Jane,48,Teacher,4995,no,yes,yes
1094,Sophia,28,Doctor,2617,no,yes,yes
1095,Liam,58,Engineer,1325,no,yes,yes
1096,Alice,44,Doctor,3777,yes,yes,yes
1097,Jane,58,Analyst,4933,yes,yes,yes
1098,Sophia,43,Lawyer,840,no,yes,yes
1099,Olivia,51,Doctor,4914,no,no,yes
1100,Doe,60,Scientist,2915,no,yes,yes
1101,Bob,36,Doctor,4140,no,no,no
1102,Emma,27,Analyst,2497,no,yes,no
1103,Bob,29,Doctor,582,no,no,no
1104,Bob,45,Programmer,3315,no,yes,no
1105,John,35,Nurse,2541,yes,yes,yes
1106,Alice,41,Teacher,2599,yes,no,yes
1107,Olivia,52,Lawyer,2166,no,no,yes
1108,Olivia,59,Programmer,1533,yes,no,yes
1109,Bob,51,Doctor,1749,yes,yes,no
1110,Jane,57,Teacher,2273,yes,yes,no
1111,Sophia,33,Doctor,4216,yes,yes,yes
1112,John,34,Scientist,1271,no,no,yes
1113,Olivia,54,Nurse,4188,yes,no,no
1114,Olivia,33,Engineer,1044,yes,yes,no
1115,Olivia,45,Programmer,4156,yes,no,yes
1116,Olivia,26,Doctor,4407,yes,no,yes
1117,John,49,Artist,2973,yes,no,yes
1118,Charlie,47,Scientist,1950,no,yes,yes
1119,Jane,51,Engineer,4646,yes,yes,yes
1120,Sophia,47,Programmer,3157,yes,yes,no
1121,Doe,40,Lawyer,2004,no,no,no
1122,Liam,59,Manager,4396,yes,yes,yes
1123,Sophia,52,Analyst,1056,no,no,no
1124,Olivia,56,Analyst,2895,yes,no,no
1125,Alice,41,Doctor,1605,no,yes,yes
1126,Alice,59,Analyst,2549,no,yes,no
1127,Sophia,23,Teacher,4345,yes,no,no
1128,Alice,37,Artist,2876,yes,yes,yes
1129,Emma,41,Analyst,2239,no,no,yes
1130,John,44,Teacher,3745,yes,no,no
1131,Emma,28,Doctor,3783,yes,yes,no
1132,Alice,59,Engineer,3001,no,no,no
1133,Doe,50,Engineer,3782,yes,no,no
1134,Emma,49,Artist,1101,yes,no,yes
1135,Doe,52,Nurse,3059,yes,yes,no
1136,Jane,48,Analyst,3166,no,no,yes
1137,Doe,36,Doctor,2343,yes,no,no
1138,Charlie,57,Manager,4606,yes,yes,yes
1139,Olivia,44,Programmer,554,yes,no,yes
1140,Jane,25,Teacher,4806,yes,yes,yes
1141,John,52,Engineer,4270,yes,no,yes
1142,Alice,28,Manager,3501,no,yes,no
1143,Jane,56,Scientist,1652,no,no,no
1144,Alice,29,Doctor,863,yes,yes,yes
1145,Doe,56,Lawyer,3871,no,yes,no
1146,John,47,Scientist,1316,yes,yes,yes
1147,Doe,56,Nurse,4123,yes,no,no
1148,Olivia,26,Analyst,904,yes,no,no
1149,Doe,30,Engineer,2535,no,no,yes
1150,Charlie,54,Analyst,2002,no,no,no
1151,Bob,36,Doctor,4443,yes,yes,no
1152,Alice,36,Scientist,4244,no,no,yes
1153,Doe,52,Lawyer,903,yes,yes,yes
1154,Olivia,43,Engineer,1460,no,no,no
1155,Liam,26,Analyst,2673,no,no,no
1156,Jane,44,Artist,1852,yes,no,yes
1157,Olivia,33,Artist,3817,yes,no,yes
1158,Emma,41,Scientist,552,yes,no,yes
1159,Charlie,23,Engineer,707,yes,yes,yes
1160,Jane,39,Programmer,676,no,yes,yes
1161,Bob,55,Doctor,4788,yes,no,yes
1162,Liam,58,Doctor,2700,no,yes,yes
1163,Charlie,36,Engineer,2494,yes,no,yes
1164,John,24,Analyst,4555,yes,yes,no
1165,Olivia,57,Scientist,3848,yes,no,no
1166,Jane,38,Manager,3853,yes,no,no
1167,Emma,60,Manager,2808,yes,yes,yes
1168,John,28,Scientist,562,yes,yes,no
1169,Doe,24,Engineer,3382,yes,yes,yes
1170,Sophia,45,Teacher,1896,no,no,yes
1171,Olivia,32,Analyst,4998,yes,yes,no
1172,Doe,44,Engineer,3170,yes,no,no
1173,John,50,Teacher,1833,no,yes,no
1174,Olivia,45,Nurse,931,no,yes,no
1175,Alice,40,Scientist,1596,yes,no,no
1176,Bob,49,Nurse,1833,yes,yes,yes
1177,John,25,Manager,4628,no,no,no
1178,Olivia,36,Teacher,4420,yes,yes,yes
1179,John,36,Artist,2760,no,no,yes
1180,Doe,34,Nurse,1730,yes,no,yes
1181,Olivia,50,Nurse,1929,no,yes,yes
1182,Bob,39,Programmer,3568,no,yes,no
1183,Liam,55,Manager,2019,no,yes,no
1184,Bob,25,Lawyer,4958,yes,yes,yes
1185,Charlie,56,Artist,1733,yes,yes,yes
1186,Liam,27,Analyst,2465,no,no,no
